GeoHash,ident,type,name,latitude_deg,longitude_deg
ktduj31d1xkewqd4pxgqb,FLWC,small_airport,West Three Airport,-13.353499,26.600031
kte9djvkzscz2bdyffv82,FLWB,small_airport,West Two Airport,-13.76640034,27.51729965
ktedrtsbxhq2vteph2vbp,ZM-0014,small_airport,Mpongwe Airport,-13.636671,27.758297
kteqb5c6u0bh2n5xy8dce,FLWA,small_airport,West One Airport,-12.85490036,27.07220078
ktf46crcxxhh5ewgmdh1z,ZM-0045,medium_airport,Kalumbila Airport,-12.25358,25.44432
ktfdxzy7p3u0fufw65kyz,FLSW,small_airport,Solwesi Airport,-12.17370033,26.36510086
ktfk0rqg3zv4m1b6ytdf3,FLWG,small_airport,West Seven Airport,-11.9126997,25.68440056
ktgb6xpwnupqehqxrtf7p,FLKE,medium_airport,Kasompe Airport,-12.5728,27.8939
ktgd3x8yuh0r9t69svcz4,FLWF,small_airport,West Six Airport,-12.218362,27.488995
ktgw43z7u3n4phmhwq0wy,FZQA,medium_airport,Lubumbashi International Airport,-11.59130001,27.53089905
kth0m48hc7urd4r2zxgkp,FVBM,small_airport,Bumi Hills Airport,-16.816485,28.344786
kth0ngeczzpjz8dt99rfk,ZW-0015,small_airport,Maronga Airport,-16.855435,28.427123
kth0ngefjcsg7fnwsnfes,FVRI,small_airport,Kipling's Rukari Airstrip,-16.855422,28.427034
kth0r1r8nzwmcwubpc6ce,FVTA,small_airport,Tashinga Airport,-16.824147,28.443215
kth2upj9j50qvtm62bw5n,FVFG,small_airport,Fothergill Airport,-16.704523,28.660112
kth8dr47mhhjhvcqtzw21,FVGG,small_airport,Gachegache Airport,-16.748077,28.930312
kthd129mjq14d3593x397,FVKB,medium_airport,Kariba International Airport,-16.5198,28.885
kthe1w70cdvfcfbqhnd7j,FVRF,small_airport,Rifa Airstrip,-16.31318,28.898235
kthpc4frjjygg9mnxmzxn,FLCG,small_airport,Chilongolo Airport,-15.496356,28.172259
kthpu816gh28wb0qu67z7,ZM-0001,small_airport,Lilayi Airport,-15.51220036,28.32460022
kthscxeskv3gxs49ycur1,FVCD,small_airport,Chirundu Airport,-15.998082,28.899056
ktht2z063bcbjv62guuef,ZM-0024,small_airport,Majuaneti Airport,-15.913306,28.861505
kthtzvht2j9x81t70sc6d,ZW-0041,small_airport,Mana West Airport,-15.83586,29.174883
kthujkebj12yk3tesv6fz,ZW-0030,small_airport,Rukomeshe Research Station Airstrip,-16.147148,29.415766
kthv4pm0s16h9gf3cnmnk,ZW-0046,small_airport,Dandawa Airstrip,-15.956175,29.274619
kthy0kw3mjq757w72k1hf,ZW-0050,small_airport,Little Vundu Camp Airport,-15.79535,29.19948
kthy0r60q8b2xr2b81e02,ZM-0029,small_airport,Charangwe Lower Zambezi Safari Lodge Airport,-15.78044,29.1937
kthydc6hmyzggegvv5sne,FLRZ,small_airport,Royal Zambezi Lodge Airstrip,-15.724789,29.303541
kthyk9muqw8pv28qrffqs,FVMN,small_airport,Mana Pools Airport,-15.768735,29.385617
ktjc3kn9ub0jtwp4mmfwv,FVSY,small_airport,Siyalima Airport,-16.63299942,30.64999962
ktjn9n9n88jgj3m9jeqk4,ZW-0029,small_airport,Chikwenya Game Lodge Airstrip,-15.6956,29.576598
ktjnzzmxn64se9vqrcbn3,ZW-0028,small_airport,Kuperinengu Airstrip,-15.647438,29.879651
ktjp1dh8vgh06pzb3x3t0,FLJK,small_airport,Jeki Airport,-15.6334,29.6036
ktjpnq8xmxue3gwx7sut4,ZM-0025,small_airport,Katemo Airport,-15.607539,29.806837
ktjqfr7gnhf7uttdvkgfh,ZW-0027,small_airport,Mwanja River Airport,-15.64811,29.9871
ktjsp8fhqsyc8695mvf8v,FVMB,small_airport,Mashumbi Airport,-16.16699982,30.56699944
ktjt5emtxwsj9z65huyzm,ZW-0023,small_airport,Peoza Pasi Airstrip,-15.977261,30.396064
ktjw7uf3z35v21nn669tv,ZW-0024,small_airport,Chapoto Road Airstrip,-15.749968,30.402576
ktjwgs30tz1z257z7yjf8,ZW-0025,small_airport,Kanyemba Airport,-15.665006,30.389806
ktjx5wvk71mnsnzp33sd9,ZM-0003,small_airport,Luangwa Airport,-15.606715,30.395529
ktjxhmb14m1qkkvgrgv5v,MZ-0028,small_airport,Zumbo Airport,-15.612746,30.421241
ktjyb8dj7czdnqwz4yv29,MZ-0027,small_airport,Blanguete Airport,-15.684819,30.610828
ktk0kdjb15mj90tf6eb9p,FLLC,medium_airport,Lusaka City Airport,-15.4138,28.3307
ktk0z3nekmx4zw2ms7hy6,FLLS,large_airport,Kenneth Kaunda International Airport,-15.330833,28.452722
ktk292d1d6f52bg0n04wr,ZM-0016,small_airport,Silver Rest Airport,-15.37784,28.53434
ktk45ksz5qm2d5cynshgr,ZM-0015,small_airport,Karubwe Airport,-15.091233,28.274492
ktk5kpx32p023r1uumn1u,ZM-0009,small_airport,Chisamba Airport,-14.85601,28.310738
ktkhuuwumvhdwh1prrv08,ZM-0013,small_airport,Chiwala Airport,-14.608313,28.343263
ktkjvc355kcm262693g1s,FLKW,small_airport,Milliken Airport,-14.4506,28.3792
ktm44q4p4uvz79z6fck4d,FLRU,small_airport,Rufansa Airport,-15.08300018,29.63299942
ktm7se9z88qg2hemf4j37,FLED,small_airport,East Four Airport,-14.83300018,30.08300018
ktmcuvjmsg9bqzpeqrtf3,MZ-0029,small_airport,Zambue Airport,-15.132704,30.802094
ktmrtw5ks9jhy0xny1jdm,FLEC,small_airport,East Three Airport,-14.116653,30.129175
ktmvjeuey85vtn4rp6z5q,FLNY,small_airport,Nyimba Airport,-14.5685997,30.83410072
ktn0u1wkg1tjjrxk9uhnx,FVCN,small_airport,Centenary Airport,-16.7341,31.122
ktn1ntz5twh97ugvmh277,FVAE,small_airport,Braebourne Airport,-16.66699982,31.2329998
ktn2w5m0kdez8989dgwge,FVMD,small_airport,Mount Darwin Airport,-16.769199,31.559799
ktnebcvtbyjy0mv05fb86,ZW-0026,small_airport,Mucumbura River Airport,-16.205187,31.681177
ktnecj1ekxb2p5d8b6b69,MZ-0039,small_airport,Mucumbura Airport,-16.187755,31.686824
ktnw43c4g384ndqd98gs0,MZ-0026,small_airport,Mague Airport,-15.810219,31.741015
ktpp1x72yncj051sz9whu,MZ-0059,small_airport,Emboqui Airport,-15.60454,32.41439
ktpr1z8ewvvvhh00crfsw,FQSG,small_airport,Songo Airport,-15.6027,32.773201
ktpums0n9xb676j4kvwgs,FQTT,medium_airport,Chingozi Airport,-16.10479927,33.64020157
ktq9wjcs15eyjbfm9d648,MZ-0030,small_airport,Fingoe Airport,-15.172786,31.906405
ktqpnecv9pncjv2wbgyhc,FLPE,small_airport,Petauke Airport,-14.2167,31.2256
ktqz9tf0ekdtdzkydg74t,FLAT,small_airport,Katete Airport,-14.118694,32.060995
ktrgjhpku5msjgr18vm6g,FQFU,small_airport,Furancungo Airport,-14.91860008,33.62829971
ktscexg74wxz2wtz943vh,FLAI,small_airport,Amelia Airport,-13.755705,29.338077
ktsfp90vp42jwxn4xs3qh,FLAA,small_airport,Kawa Airport,-13.704573,29.510608
ktsfs8jry206ypq647hkr,FLMK,small_airport,Mkushi Airport,-13.621716,29.38492
ktsjnz7s1ve2gyemv5th4,FLLA,small_airport,Luanshya Zambia Airport,-13.143052,28.426517
ktsn8ed1hhqzcput44c1m,FLSO,medium_airport,Southdowns Airport,-12.9005,28.1499
ktsne491zmr4mgkbpmrx7,ZM-0043,small_airport,Cedrics Farm Airport,-12.90586,28.25853
ktsns4sksnb3wm5x0m9x1,ZM-0044,small_airport,Siame Gardens Airport,-12.90538,28.30679
ktsq2bmhyd0hdshsg2z1c,FLSK,medium_airport,Simon Mwansa Kapwepwe International Airport,-12.961667,28.516667
ktsqh3bmtn0yb3kskcsgh,FLND,medium_airport,Peter Zuze Air Force Base,-12.997222,28.663889
ktt06puvjs0jkup43p4b5,FLFW,small_airport,Fiwila Airport,-13.975102,29.6259
kttsbj7un6mpmeck71k1c,FLSE,small_airport,Serenje Airport,-13.198,30.2398
ktu0ebe62uzr3387fr1xc,FLML,small_airport,Mufulira Airport,-12.56519985,28.29430008
ktucqgmpg8j1wt4vzqx63,FLEG,small_airport,East Seven Airport,-12.41734,29.483342
ktufvu5g98vn2gckmpdb5,FLEH,small_airport,East Eight Airport,-12.150273,29.437594
ktvju9v10sqb80q88v0te,FLEA,small_airport,East One Airport,-11.63570023,29.73590088
ktvp27h22d7zthqdumrux,FLYA,small_airport,Samfya Airport,-11.36530018,29.54809952
ktwswdr929yy84hxfdx3u,FLMF,medium_airport,Mfuwe Airport,-13.25889969,31.93659973
ktwtdv13ckmqd1wnhfeuq,FLAB,small_airport,Kakumbi Airstrip,-13.067913,31.763252
ktwybvpg8tmk83bgzuhby,FLKZ,small_airport,Lukuzi Airport,-12.847881,32.035818
ktx3kxv11te93xyc4jd9e,FWMC,small_airport,Mchinji Airport,-13.8,32.900002
ktx4vec30v9qpkbt672xf,FLCP,small_airport,Chipata Airport,-13.5583,32.5872
ktxbwcsfhuuhzjd02q31k,FWLE,small_airport,Old Lilongwe Airport,-13.966,33.701801
ktxtf2745p9jf064nptmy,FWLP,small_airport,Lifupa Airport,-13.05,33.150002
ktxvcwg06ytwyrd311pky,FWKG,small_airport,Kasungu Airport,-13.0146,33.468601
kty9r9mk2k6exnfsk2seh,FLBW,small_airport,Nabwalya Airstrip,-12.428904,31.977439
ktycnj2z4t4kzxv02s1y7,FLWW,small_airport,Waka Waka Airport,-12.45040035,32.25699997
ktyk73f11jmhbv8h3jg1d,FLMP,small_airport,Mpika Airport,-11.899366,31.434681
ktzd55mkcge9z35zkb0ne,FLLD,small_airport,Lundazi Airport,-12.28600025,33.18600082
ktzhmh7tn1zy0z97n1sh3,FLCF,small_airport,Chifunda Airstrip,-11.884965,32.568551
ktzukuz0sbhmwnz0zs5td,FWMZ,small_airport,Mzimba Airport,-11.88300037,33.61700058
ku069718nj3c61bj8b6v8,MZ-0010,small_airport,Mabote Airport,-22.044039,34.158814
ku0n4eefw56sbzbysyuwh,MZ-0022,small_airport,Tondo Lodge Airstrip,-21.425639,33.865274
ku0vrjm7gtyhqz30grer9,MZ-0045,small_airport,Inhassoro Airstrip,-21.547634,35.119673
ku0xd7n7femk4e7hk51px,FQ49,small_airport,Vila Franca do Save Airport,-21.16449928,34.56069946
ku14exdme89ybbx5mxcwr,FQVL,medium_airport,Vilankulo Airport,-22.01840019,35.31330109
ku15wmtrk387z02nstf6k,BCW,medium_airport,Benguera Island Airport,-21.8533,35.438301
ku1hw8pvwps2n2z6hwu7e,IBL,medium_airport,Indigo Bay Lodge Airport,-21.708,35.452801
ku1jh1h7e05818pyydef1,MZ-0005,small_airport,Paradise Island Airport,-21.61499977,35.33800125
ku1jrnw9frzm73c9hf91g,BZB,medium_airport,Bazaruto Island Airport,-21.5411,35.4729
ku23h0u5p6gwy1erdtzgn,MZ-0018,small_airport,Buffalo Camp Airstrip,-20.913318,34.283153
ku24xhq05f8g549u0ksgk,MZ-0019,small_airport,Québese Airport,-20.630937,34.066019
ku2z6k4vw5945ykc0wrb4,FQBR,medium_airport,Beira Airport,-19.7964,34.9076
ku88sh77s7215fj4wy0wr,MZ-0025,small_airport,Mafambisse Airport,-19.575645,34.633552
ku8zk893zzqbrfwwppz1k,IMG,small_airport,Inhaminga Airport,-18.41,35.0045
ku9r657ngx934zmp9sj63,MZ-0041,small_airport,Vale Chassapa Airport,-18.394034,35.599975
ku9xf11ds4dg6pknbpgx0,RRM,small_airport,Marromeu Airport,-18.319259,35.949501
ku9xjxu5m2jrymwy33u7y,LBM,small_airport,Luabo Airport,-18.4139,36.1068
ku9yjrv32uvdw2m67wvng,INE,small_airport,Chinde Airport,-18.59,36.4489
kub47g21rnmxz00uxnh5c,MZ-0037,small_airport,Macossa Airport,-17.86764,33.915103
kuby3f8y053tjqfrjtpdd,MZ-0043,small_airport,Chemba Airport,-17.167836,34.882624
kuc3srrs4yech8eq98ndr,MZ-0042,small_airport,Mopeia Airport,-17.977031,35.705003
kuc4s19d8jnwfk1t2bs2n,CMZ,small_airport,Caia Airport,-17.8331,35.3341
kucpdpw5r5wck1cj67943,FWSJ,small_airport,Nsanje Airport,-16.921115,35.25269
kuf4qvx20m8w0bzwdyuyd,FQQL,medium_airport,Quelimane Airport,-17.85549927,36.86909866
kuftt349t26wtr68v769t,MJS,small_airport,Maganja da Costa Airport,-17.3087,37.5
kugjszd6gkptpvdnw943n,PEB,small_airport,Pebane Airport,-17.27276,38.18073
kuh8y5x16hkq0rj3ez91f,FR-0314,small_airport,Europa Island Airstrip,-22.34869957,40.35150146
kunf2quxv0e9d5yn8ypu9,DVD,small_airport,Andavadoaka Airport,-22.06608,43.259573
kunu5pbd9nb58j3q0q2w0,FMSR,medium_airport,Morombe Airport,-21.753837,43.374753
kup9jm4cgczuxvy0rfm8t,FMSZ,small_airport,Ankazoabo Airport,-22.29644235,44.5315361
kuphe1tkkf9t75ppm95xw,FMSN,small_airport,Samangoky Airport,-21.70000076,43.73300171
kupw07qrcs81jqrt7bzz6,FMSJ,small_airport,Manja Airport,-21.426105,44.316509
kurbq8ss7kruzgsx3rjzj,FMSC,small_airport,Mandabe Airport,-21.04630493,44.94041204
kurs87r14cvejz86uwd72,FMMV,medium_airport,Morondava Airport,-20.2847,44.3176
kux8j84ktsbwhp4cyy6ds,FMML,small_airport,Belo sur Tsiribihina Airport,-19.686701,44.541901
kuxtx5x95n031ntp6gfg1,FMMG,small_airport,Antsalova Airport,-18.701273,44.614921
kuyqup7jrz6y428d14k7p,FMZJ,small_airport,Juan de Nova Airstrip,-17.05396,42.7193
kuz33fpg5k33cn7d0q0wp,FMMO,small_airport,Maintirano Airport,-18.049999,44.033001
kuzfqnqpdxrgkdy7jjfjq,FMMR,small_airport,Morafenobe Airport,-17.850083,44.920467
kuzk8ds42d8uv5tnd5znq,FMMU,small_airport,Tambohorano Airport,-17.476101,43.972801
kv0cxjfzc8cb1n0r2x0md,FWBG,small_airport,Bangula Airport,-16.578408,35.116148
kv0f1ke671mpv59gkquqf,FWNB,small_airport,Ngabu Airport,-16.498324,34.864218
kv0g3wkb4p94t3vkmej3n,FWSU,small_airport,Nchalo Sucoma Airport,-16.269338,34.877216
kv0ygceq95zv4hr6dsfbf,FWCL,medium_airport,Chileka International Airport,-15.67910004,34.97399902
kv1km0t57k64rv8rmq4qk,MZ-0031,small_airport,Milange Airport,-16.124602,35.734548
kv2kmenekzzkr9eru3g11,FQUG,small_airport,Ulongwe Airport,-14.7046,34.352402
kv2x1gf5vppgd3kfrjnfh,FWTK,small_airport,Mtakatata Airport,-14.21700001,34.53300095
kv2yx7tfwwrbtny724exh,FWCM,small_airport,Club Makokola Airport,-14.306483,35.131477
kv2zfs5tpfxvrgqp33x80,FWMY,small_airport,Monkey Bay Airport,-14.08360004,34.91970062
kv30mpj8301g9z0cztkv2,FWZA,small_airport,Zomba Airport,-15.386309,35.383575
kv35e69wvfrmx3tutbgt6,VUU,small_airport,Mvuu Camp Airport,-14.838611,35.301389
kv3980rv7pg0jrhj0mnuk,MZ-0038,small_airport,Mecanhelas Airport,-15.202762,35.870151
kv3gxr026ev6xuvu55r9d,FQCB,small_airport,Cuamba Airport,-14.815,36.529999
kv3q7t94b0s0jyx88m749,MZ-0061,small_airport,Mandimba Airport,-14.33943,35.663
kv4rc9ptffc659w3kw4jc,VJQ,small_airport,Gurue Airport,-15.5062,36.9904
kv4z1qnz8121bv49rdhfk,AME,small_airport,Alto Molocue Airport,-15.61027778,37.68138889
kv5k0cmrpr2qn7763vyez,MZ-0032,small_airport,Gile Airport,-16.163767,38.360793
kv7fjfh5krbxcpkyh06rj,FQNP,medium_airport,Nampula Airport,-15.10560036,39.28179932
kv8189wwfm9bcndgk2het,FWKI,medium_airport,Kamuzu International Airport,-13.7894,33.780998
kv85ft527fpvh9y7cwyud,FWCS,small_airport,Ntchisi Airport,-13.3758,33.864498
kv89dzz6jgxtuzzub8qnq,FWSM,small_airport,Salima Airport,-13.755893,34.584188
kv8xxzz17edxmwg5duhkv,MZ-0003,small_airport,Metangula Airport,-12.701334,34.803468
kv9h6x81k751xqc13wqwf,FQLC,medium_airport,Lichinga Airport,-13.274,35.2663
kvb2b9q047u4ujswk6wmh,FWDW,medium_airport,Dwangwa Airport,-12.517527,34.131877
kvbeq2ynjk7x9pxjnu58z,FWLK,small_airport,Likoma Island Airport,-12.079787,34.736253
kvbk9mmy3s5v8b1f7eps8,MW-0001,small_airport,Chintheche Aerodrome,-11.8353,34.16446
kvbnvuw9u373r2qf8gut3,FWUU,medium_airport,Mzuzu Airport,-11.4447,34.011799
kvbz8y78whhb75wyhshr1,TZ-0014,small_airport,Mbamba Bay Airport,-11.303451,34.842717
kvc0yhqp3t1krygd545h9,MZ-0002,small_airport,Macalonge Airport,-12.499796,35.428228
kvdsy82w5qevxd7srfx5h,FQMR,small_airport,Marrupa Airport,-13.2251,37.552101
kvev2ejrkhtevyjdqcj88,MTU,small_airport,Montepuez Airport,-13.1218996,39.05279922
kvfdy2efbqkdk966j3s6j,MZ-0001,small_airport,Mbatamila Airport,-12.169599,37.54545
kvffhdfm2sngsq0s9sukj,MZ-0017,small_airport,Lugenda Wilderness Camp Airstrip,-12.288658,37.818062
kvfre3punwwvtktnvu9y1,HTBS,small_airport,Mbesa Airport,-11.331675,37.067816
kvftyy19tgzp32b94kt3e,TZ-0050,small_airport,Mwambesi Airport,-11.61227,37.564572
kvg4zvyg22kg8rgpwb52y,MZ-0016,small_airport,Mbamba Airport,-12.140706,38.318613
kvh1ve4c73es1mp926dpn,MZ-0051,small_airport,Kenmare Moma Airport,-16.55068,39.62062
kvh7uypjz0b9e84fwt6hy,FQAG,small_airport,Angoche Airport,-16.18187,39.945217
kvkfmx21z7197pjz45tj6,FQLU,small_airport,Lumbo Airport,-15.0331,40.6717
kvkvw6t8p5b8dff271vj1,FQNC,small_airport,Nacala Airport,-14.4882,40.7122
kvkznhfx3mcrcvfwngq1q,MZ-0011,small_airport,Baixo Pinda Airport,-14.210912,40.696848
kvp8spz0j125g5xypn7kr,FMNQ,medium_airport,Besalampy Airport,-16.74453,44.482484
kvp9edfpt4yuhxucjwfwd,MG-0020,small_airport,Ankokoambo Airport,-16.594919,44.453654
kvs79xrc9e71e16yv67jk,MZ-0033,small_airport,Chiure Airport,-13.407165,39.803192
kvsy44tk9bfyx24s5yjn7,FQPB,medium_airport,Pemba Airport,-12.993302,40.524867
kvu0wrg9crrym9pwwnz81,MZ-0035,small_airport,Meluco Airport,-12.525447,39.654529
kvuceztxn0dyrnej7qvcn,FQIB,small_airport,Ibo Airport,-12.350174,40.602297
kvuck1q2ezngsdtvbz12x,MZ-0046,small_airport,Quirimba Airstrip,-12.429533,40.614222
kvud0wpsp3rbgpkm2v17q,MZ-0034,small_airport,Macomia Airport,-12.271035,40.110719
kvufe4y0gw1hqmx2h46z6,MZ-0013,small_airport,Matemo Airport,-12.201529,40.569915
kvujs70brj8z0zwfd88kh,FQMD,medium_airport,Mueda Airport,-11.6729,39.563099
kvuugbwnmgf6c5xjvfeq1,MZ-0014,small_airport,Medjumbe Airport,-11.817449,40.602972
kvuxq79s9qfrh8xxnw5tn,FQMP,medium_airport,Mocímboa da Praia Airport,-11.3618,40.3549
kvyy2smek67pxfedwjr67,FMCH,medium_airport,Prince Said Ibrahim International Airport,-11.5337,43.2719
kvz45cjwr5brvwgr6k1fs,FMCI,medium_airport,Mohéli Bandar Es Eslam Airport,-12.2981,43.766399
kvzdgp8gx0fjbjex0u5cz,FMCV,medium_airport,Ouani Airport,-12.131047,44.430044
kw07r64urp2nbsu27dn6q,FZQP,small_airport,Kisenge Airport,-10.666955,23.174243
kw0svpf4u105ssh0y2592,FZSJ,small_airport,Kasaji Airport,-10.371989,23.42577
kw12174sv0ykkvg4m1nh9,FLSJ,small_airport,Sakeji Airport,-11.23270035,24.31640053
kw17gt5u802h18cd6z204,FZQN,small_airport,Mutshatsha Airport,-10.56258,24.416771
kw229z2e5vzbts0z8f0g5,FZSD,small_airport,Sandoa Airport,-9.715488,22.929325
kw3d9xypsypc1p3qkp89n,FZSE,small_airport,Kanene Airport,-9.360405,24.683747
kw3y2dyntgpww8fg75j25,FZSB,small_airport,Kamina City Airport,-8.728878,24.991407
kw3yydu8e4wq8txygmsz2,FZSA,medium_airport,Kamina Air Base,-8.64202,25.252899
kw44u2hsjfg8gxqwbmd6q,FZQM,medium_airport,Kolwezi Airport,-10.7659,25.505699
kw4fy5189yg8pmwy1c3vw,FZQD,small_airport,Mulungwishi Airport,-10.75,26.63299942
kw4rrxu85ft5hbrk91zyd,FZQU,small_airport,Lubudi Airport,-9.933,26
kw4sp51bq10p36qtqm3md,FZQF,small_airport,Fungurume Airport,-10.530346,26.325903
kw56g3cdrxjs3ke61286s,FZQJ,small_airport,Mwadingusha Airport,-10.756564,27.215524
kw5gcxrvb13nskv06wy3r,FZQH,small_airport,Katwe Airport,-10.55,27.85
kw664hjmu50k4mhtpfy0d,FZTL,small_airport,Luena Airport,-9.469211,25.759335
kw7m4tf19b4ek7g09kz3s,FZRL,small_airport,Lusinga Airport,-8.933,27.183001
kw7qy60p0xjn71nj46cmf,FZQV,small_airport,Mitwaba Airport,-8.645,27.344999
kw807k567zpzmj4hp2r8u,FZSK,small_airport,Kapanga Airport,-8.371157,22.647457
kw8nf6z5zzpb2x340s46f,FZUH,small_airport,Moma Airport,-7.235189,22.608833
kw8yuthxcgzcqzsqz95gz,FZWI,small_airport,Kashia Airport,-7.22216,23.758707
kw9961sn2jbjtp9n9yqy2,FZJN,small_airport,Luniemu Airport,-8.208429,24.702759
kw9ccep6f00r2nuhu6pmw,FZSC,small_airport,Songa Airport,-8.11293,25.036898
kw9h5q83008q9b461qknp,FZTS,small_airport,Kasese Kaniama Airport,-7.698494,24.049416
kw9hv8xdxgzc68hvefj77,FZTK,small_airport,Kaniama Airport,-7.599343,24.158592
kwb4e7g1zvrtsgr8v8wv2,CD-0035,small_airport,Lubondaie Airport,-6.570868,22.647285
kwb8m30whzrgvq9ff84k1,FZWE,small_airport,Mwene-Ditu Airport,-6.980742,23.434739
kwbrhxkf01b2e5074qck0,FZWL,small_airport,Munkamba Airport,-5.760603,23.05584
kwbv0mdmjw0k728cjeted,FZWA,medium_airport,Mbuji Mayi Airport,-6.121240139,23.56900024
kwbzedq5n4upx4rg5ffps,FZUM,small_airport,Mutoto Airport,-5.7,23.716999
kwch2vsgtc0ndg5emu8f4,FZWB,small_airport,Bibanga Airport,-6.25336,23.945979
kwcmntdpbp2q3npkbcm8w,FZWT,small_airport,Tunta Airport,-6.120761,24.546204
kwcvhdbkyt0pzwv7ct252,FZWF,small_airport,Kipushi Airport,-6.136394,25.159314
kwe5qrzuq38rv9g9jcgxr,CD-0031,small_airport,Mulongo Airport,-7.8229,27.00432
kwe7g21fzgz8z8q89t029,FZRE,small_airport,Bukena Airport,-7.777828,27.215881
kweqx35gpu3jscnug2b7q,FZRA,small_airport,Manono Airport,-7.28889,27.3944
kwgjks87gw9gt68705k9y,FZRM,small_airport,Kabalo Airport,-6.083,26.917
kwgyjuwuecrwmyjm44jyg,FZRN,small_airport,Nyunzu Airport,-5.951063,28.035564
kwh89h86k2exq8nq3dqtz,FLMA,small_airport,Mansa Airport,-11.137,28.872601
kwhm54ykqjdfzkr6mpswb,FZQG,small_airport,Kasenga Airport,-10.355228,28.617243
kwj2ehb933vmm81phbvke,FLEF,small_airport,East Six Airport,-11.135792,30.015396
kwj8fcg1x424f8knec1yx,FLEB,small_airport,East Two Airport,-11.108281,30.359645
kwjm8wysy9wg0nzwgjzuw,FLLG,small_airport,Luwingu Airport,-10.24530029,29.91399956
kwk350r9z0kh4xdeb4twf,CD-0002,small_airport,Kashobwe Airport,-9.666293,28.619004
kwk5ht51bx7w9xszczyx4,KIL,small_airport,Kilwa Airport,-9.2886,28.3269
kwk7n33j3jwn35cw0me40,ZM-0017,small_airport,Kashikishi Airport,-9.308608,28.752645
kwk8mbrfjtpkyzmdq65dv,FLKB,small_airport,Kawambwa Airport,-9.798060417,29.0916996
kwm6tw6993343sspxysev,FLPK,small_airport,Mporokoso Airport,-9.3697,30.128
kwmz9b0478vfnv7uyw4hu,FLKY,small_airport,Kasaba Bay Airport,-8.525,30.663
kwn862yq48uuzt5fkwfu8,FLSH,small_airport,Shiwa n'gandu Airport,-11.2009,31.748199
kwngccx8w8twk9hem0588,FLCS,small_airport,Chinsali Airport,-10.582491,32.079678
kwnjujr17w83s0uf15zsg,FLKS,small_airport,Kasama Airport,-10.210169,31.123045
kwp84d4usbgyyzy928tzd,ZM-0047,small_airport,Chama Airstrip,-11.238236,33.160724
kwpnpnn472fxmxqm4pmpu,FLIK,small_airport,Isoka Airport,-10.161962,32.65975
kwpu01mtkwp8v3cxf5zep,FLEE,small_airport,East Five Airport,-10.539075,33.406194
kwq1ycdqnqpxheqnuzxkc,FLRO,small_airport,Rosa Airport,-9.52682972,31.23749924
kwqm954rx508kzh7fz5pq,FLBA,small_airport,Mbala Airport,-8.85917,31.336399
kwr8v40m3hzw5kgf8p8em,FWCT,small_airport,Chitipa Airport,-9.7,33.266998
kwrtm0jmefq925zsg51gm,HTGW,medium_airport,Songwe Airport,-8.919942,33.273981
kwrv32r8mphhj9ggj083c,HTMB,small_airport,Mbeya Airport,-8.919444,33.463889
kwrz2f585vgh8cz6xh98q,HTCH,small_airport,Chunya Airport,-8.558318,33.436368
kws6chucjcztvef7jpwzq,FZRO,small_airport,Luvua Airport,-7.927827,28.527288
kws84nxmzr36uv68u4cv9,FZQC,small_airport,Pweto Airport,-8.400768,28.926285
kwsmh3xnu48jjrdwdhq48,FZRC,small_airport,Mukoy Airport,-7.549181,28.673115
kwswrfvb9vrtvv6y1xuyu,FZRK,small_airport,Kansimba Airport,-7.323646,29.176683
kwt0n1p2upj71wbh637wz,FLCC,small_airport,Chocha Airport,-8.43184,29.805057
kwthn74u012nvuu60fsrf,FZRJ,small_airport,Pepa Airport,-7.717201,29.809685
kwtpswjzs48h84yfusygg,FZRB,small_airport,Moba Airport,-7.08488,29.737072
kwuy9d7hqkhz3s5nnkkg4,FZRF,medium_airport,Kalemie Airport,-5.87556,29.25
kwvbr0bcrpwtvpz8qz4rc,TZ-0127,small_airport,Lwafi Airport,-6.982929,30.894894
kwvjv37s5zubyf7bvxjbc,HTML,small_airport,Mahale Airstrip,-6.012913,29.766937
kwvqkt19jxu0y1j7djbrk,TZ-0070,small_airport,Kapalagulu Airport,-5.904938,30.082868
kwvscqwy4fxbtw6c7uhq7,TZ-0083,small_airport,Lugonesi Airport,-6.15954,30.298705
kww6z2cykgewhkevzzf5z,HTSU,small_airport,Sumbawanga Airport,-7.948889,31.610278
kwwb6w88z0v64gpkx58ue,TZ-0071,small_airport,Kapenta Airport,-8.357716,32.103045
kwwuz0t3h66k7p0bn7ds8,TZ-0084,small_airport,Lukwati Airport,-7.599608,32.3072
kwwxkxbw3yptnc7zp7qc7,TZ-0131,small_airport,Mlele Airport,-7.119408,31.839151
kwwyce5z65rqe2200fwz0,TZ-0100,small_airport,Mlambala Airport,-7.233234,32.063351
kwx55pwe7kw4gedj47nnt,TZ-0063,small_airport,Gua Airport,-7.868375,32.48466
kwxfgw81cd77h5j2enju2,TZ-0082,small_airport,Lualanje Airport,-7.918083,33.552315
kwxpe4hmct7bkpkmrfe5s,TZ-0114,small_airport,Rungwa River Airport,-7.107139,32.481492
kwxrj0rvf05v3sznweb2j,TZ-0112,small_airport,Piti Airport,-7.20467,32.925773
kwy0tnqdmfv2tubsjbb3j,TZ-0015,small_airport,Iku Airport,-6.908626,31.166407
kwy33ucry4x88zjy14f50,TZ-0101,small_airport,Mlele Ram Airport,-6.784087,31.367951
